10 0.01 90	
	447
	459
	452
	450
	489
	483
	436
	453
	485
	437
	448
	460
	461
	463
	474
	475
	458
	443
	455
	481
	466
	439
	432
	435
	442
	440
	442
	454
	458
	452
	473
	489
	445
	458
	441
	462
	457
	445
	462
	463
	449
	452
	454
	466
	483
	445
	437
	447
	461
	473
	474
	477
	464
	484
	458
	433
	476
	471
	470
	443
	456
	465
	477
	467
	459
	453
	454
	436
	457
	466
	450
	457
	469
	438
	459
	469
	459
	445
	455
	433
	456
	466
	456
	459
	459
	450
	443
	447
	436
	478
	469
	470
	472
	447
	458
	469
	470
	466
	458
	462
	448
	471
	447
	456
	494
	462
	449
	414
	433
	456
	436
	443
	449
	444
	452
	413
	424
	431
	433
	447
	460
	446
	425
	433
	434
	434
	459
	500
	464
	464
	462
	448
	446
	456
	437
	451
	441
	470
	457
	463
	479
	472
	461
	463
	446
	453
	422
	420
	438
	420
	420
	447
	444
	438
	427
	461
	445
	417
	450
	454
	450
	436
	467
	485
	484
	443
	482
	492
	476
	465
	446
	435
	461
	477
	450
	470
	438
	429
	462
	452
	441
	438
	454
	475
	459
	439
	424
	431
	447
	436
	454
	453
	459
	450
	440
	444
	438
	447
	449
	451
	448
	441
	415
	466
	431
	431
	414
	456
	467
	458
	430
	427
	457
	447
	435
	463
	451
	443
	452
	456
	464
	458
	435
	432
	425
	449
	453
	452
	450
	441
	476
	472
	455
	462
	438
	425
	459
	470
	448
	434
	440
	466
	455
	475
	449
	462
	456
	439
	435
	428
	456
	452
	421
	437
	455
	457
	466
	432
	420
	425
	428
	452
	446
	458
	437
	462
	475
	462
	454
	463
	479
	479
	477
	495
	475
	477
	476
	458
	466
	481
	470
	461
	425
	453
	462
	448
	471
	460
	460
	443
	456
	454
	444
	449
	432
	419
	446
	454
	421
	434
	433
	437
	445
	462
	444
	410
	429
	413
	429
	399
	407
	438
	452
	456
	422
	426
	457
	467
	429
	441
	453
	441
	421
	397
	409
	453
	437
	440
	477
	443
	453
	441
	449
	435
	447
	454
	449
	462
	436
	440
	456
	428
	412
	421
	443
	455
	466
	465
	450
	449
	436
	453
	453
	435
	418
	423
	440
	455
	436
	429
	427
	464
	462
	443
	461
	452
	442
	460
	481
	463
	472
	490
	514
	494
	475
	491
	490
	473
	489
	486
	480
	476
	519
	520
	476
	519
	522
	531
	535
	526
	561
	557
	573
	547
	568
	598
	640
	663
	698
	740
	848
	947
	1031
	1211
	1384
	1588
	1868
	2125
	2448
	2780
	3106
	3275
	3515
	3402
	3252
	3112
	2833
	2505
	2143
	1823
	1502
	1220
	978
	829
	756
	663
	630
	588
	555
	555
	546
	515
	513
	513
	510
	510
	497
	464
	488
	500
	491
	462
	468
	456
	449
	437
	445
	475
	462
	431
	433
	448
	441
	426
	404
	401
	437
	426
	390
	431
	419
	413
	425
	431
	428
	403
	398
	416
	426
	413
	404
	410
	437
	411
	410
	419
	407
	435
	414
	398
	401
	394
	393
	404
	426
	421
	419
	403
	398
	411
	390
	406
	382
	404
	435
	426
	428
	403
	388
	418
	410
	422
	416
	429
	409
	380
	391
	398
	394
	414
	414
	431
	439
	427
	391
	435
	443
	381
	399
	422
	476
	434
	414
	445
	465
	441
	454
	439
	454
	469
	443
	433
	427
	430
	419
	431
	436
	417
	433
	401
	410
	425
	420
	418
	407
	418
	412
	405
	403
	410
	414
	419
	416
	430
	411
	415
	421
	415
	420
	382
	389
	390
	396
	403
	391
	389
	370
	385
	403
	391
	385
	399
	399
	391
	385
	404
	402
	370
	405
	405
	375
	351
	386
	416
	383
	387
	398
	377
	378
	381
	386
	378
	395
	398
	395
	393
	395
	377
	374
	386
	406
	388
	383
	395
	393
	382
	392
	391
	379
	384
	381
	375
	366
	403
	373
	365
	365
	357
	383
	381
	375
	356
	386
	399
	383
	388
	366
	378
	372
	376
	382
	362
	346
	385
	379
	387
	395
	393
	385
	369
	395
	383
	361
	377
	390
	403
	390
	392
	383
	362
	398
	380
	387
	385
	402
	385
	376
	367
	364
	366
	389
	380
	379
	356
	376
	368
	374
	350
	351
	371
	374
	365
	373
	362
	372
	368
	357
	375
	384
	363
	376
	383
	376
	367
	365
	352
	359
	402
	385
	379
	373
	357
	364
	356
	372
	365
	349
	359
	378
	369
	361
	374
	361
	357
	392
	378
	389
	393
	360
	365
	394
	369
	373
	382
	365
	357
	356
	371
	395
	377
	365
	367
	369
	366
	363
	370
	360
	352
	345
	359
	379
	366
	400
	374
	366
	351
	376
	390
	375
	356
	346
	333
	342
	362
	356
	377
	366
	342
	345
	368
	359
	359
	363
	387
	371
	345
	357
	373
	335
	368
	371
	359
	349
	335
	351
	349
	355
	364
	363
	363
	386
	372
	370
	356
	347
	381
	378
	378
	352
	346
	346
	354
	357
	347
	340
	351
	365
	360
	345
	337
	349
	359
	373
	372
	363
	345
	336
	353
	359
	355
	366
	344
	335
	337
	330
	316
	346
	363
	351
	340
	351
	338
	344
	337
	362
	346
	341
	350
	372
	336
	354
	361
	359
	361
	371
	371
	381
	360
	338
	362
	368
	377
	393
	384
	376
	402
	385
	347
	381
	373
	375
	360
	370
	411
	398
	372
	388
	378
	379
	372
	369
	358
	360
	389
	387
	373
	337
	373
	370
	355
	349
	335
	339
	333
	334
	329
	337
	365
	354
	334
	344
	354
	353
	350
	329
	341
	335
	322
	334
	338
	349
	372
	334
	323
	333
	347
	333
	330
	330
	333
	341
	361
	349
	332
	348
	329
	325
	324
	339
	352
	344
	351
	333
	302
	330
	349
	337
	344
	332
	329
	332
	372
	358
	351
	329
	306
	327
	317
	326
	365
	347
	337
	341
	330
	334
	330
	331
	328
	314
	324
	317
	311
	314
	328
	325
	347
	339
	328
	331
	330
	333
	334
	329
	315
	339
	328
	320
	321
	340
	316
	327
	327
	320
	322
	353
	335
	338
	343
	355
	343
	317
	323
	340
	320
	326
	310
	323
	321
	303
	327
	323
	319
	326
	334
	332
	330
	319
	330
	327
	338
	325
	333
	334
	315
	292
	326
	326
	321
	336
	322
	326
	314
	309
	311
	339
	329
	324
	339
	336
	335
	312
	309
	312
	336
	326
	313
	321
	315
	335
	316
	321
	333
	338
	340
	306
	309
	302
	307
	321
	344
	330
	318
	313
	322
	310
	307
	301
	313
	305
	292
	320
	321
	317
	310
	312
	280
	314
	322
	297
	298
	320
	312
	317
	312
	308
	324
	325
	318
	328
	325
	304
	290
	315
	302
	295
	302
	296
	303
